,image_id,question,answer
248231,201909,How many sheep are there?,0
104835,422872,How many surfers in the water?,0
165405,510225,How many bathtubs are there?,0
62524,279762,How many candles are there?,0
18209,398419,How many stickers on the window?,0
406401,381642,How many plates have a fork?,0
370961,277431,How many doors are on the building?,0
408770,382413,How many airplanes are in the sky?,0
185616,314561,Which vase is empty?,0
419296,516823,What number is on the fire hydrant?,0
389116,114204,How many palm trees are visible in this photograph?,0
143007,171566,How many children are in this photo?,0
166987,47164,How many Bags of oranges are there?,0
174152,49187,How many trees?,0
372601,502197,How many lines on the sidewalk?,0
183496,313956,How many fruits are yellow?,0
332840,409333,How many elephants are pictured?,0
79828,284676,How many dogs are there?,0
423324,518071,What number is being displayed on the phone?,0
184554,52076,How many white feet does this horse have?,0
1306,262521,How many bears are pictured?,0
21094,399241,How many ocean waves are in this photo?,0
151758,173966,How many people are holding a letter?,0
201480,581204,How many pieces of sausage are on the pizza?,0
186775,576973,Which individual is wearing a mask?,0
330447,227061,Which one has marshmallows on it?,0
146921,72466,How many fingers are seen?,0
26035,269605,How many electrical outlets are there?,0
122721,559024,How many sleepers between the parallel shadows?,0
213646,60480,How many goats are in the picture?,0
254714,72821,How many slices are standing up on their edges?,0
254106,465058,What number does the man have on his shorts?,0
180531,444214,How many people have yellow shoes?,0
266661,76477,How many magnets are on the refrigerator?,0
184479,314202,How many dogs is this person walking?,0
313031,352829,How many trucks are in the picture?,0
328099,80941,How many birds are in the picture?,0
103015,553393,How many cows are in the shade?,0
145145,172176,What number is the boy in the yellow?,0
357002,204238,How many adults are shown?,0
18724,44580,How many cones are in the background?,0
178183,574645,How many of the skateboarders are wearing a yellow helmet?,0
390286,376757,How many buses are there?,0
173738,203577,How many bottles are in the bottom shelf?,0
32496,402447,What is the wording on the coffee cup?,0
315878,484714,How many cats are pictured?,0
236302,460458,How many men are touching their faces?,0
142788,564721,How many stripes on the child's sweater?,0
229092,98233,How many people are on the bike?,0
304602,219204,Which toilet is red?,0
267420,207808,How many buildings are atop the mountain?,0
325337,94381,How many boats are on the water?,0
342455,99701,How many guitars are there?,0
76767,396835,What number is on the truck?,0
115245,163717,How many ostriches are there?,0
119527,558092,How many carrots are on the plate?,0
427158,479929,How many vehicles are there?,0
260185,336672,How many tusk does this elephant have?,0
7999,264499,How many people are wearing flip flops?,0
234875,197862,How many signs are there?,0
372220,239936,How many men are sitting?,0
51771,538916,How many lamps are in the picture?,0
96866,158422,How many lamps are on?,0
193441,578819,Which number repeats on the sign?,0
219588,62276,How many people are in the water?,0
211107,321897,How many candles are above the clock?,0
169909,260443,How many people are sitting on the green couch?,0
120109,296112,How many green lights are shown?,0
414981,515518,How many candles are on the cake?,0
322193,355582,How many kites are in the air?,0
334461,359339,How many ski poles is the man physically holding in the picture?,0
409855,382745,How many people are in this photo?,0
198291,499419,How many bananas are on the table?,0
89386,13934,How many box cars are on the tracks?,0
242856,55221,How many glasses are on the cake?,0
198338,318132,How many tablecloths have been used?,0
114850,425742,How many people are looking at the camera's in their hands?,0
274215,340935,How many buoys in the picture?,0
403932,315043,How many sprinkle donuts?,0
357326,235390,How many rolls of toilet paper are on the toilet tank?,0
180821,30357,How many knobs?,0
436210,390915,How many zebras are there?,0
328780,357612,How many items are numbered?,0
195079,381546,What number of pots are on the side of the road?,0
356557,480787,How many umbrellas are there?,0
278964,297363,How many people are wearing hats?,0
178217,401610,What year is on the picture?,0
16632,135822,How many plants are in this room?,0
235340,329083,How many sails does the first boat have?,0
110033,162181,How many horses are there?,0
184417,314187,What are the toothpicks used for in this picture?,0
40280,142466,How many people are rowing boats?,0
115901,426038,How many planes?,0
82267,547528,How many trains are there?,0
35792,403394,How many sinks are in the bathroom?,0
199802,318598,How many tables are there?,0
232867,197273,How many people are in the background?,0
103287,422406,How many people are in the photo?,0
275787,89931,How many fingers do the boy have in his mouth?,0
86078,548619,How many garden hoses are there?,0
210656,452821,What number do these two signs have in common?,0
202884,228000,How many people in this photo are sitting Indian-style?,0
236951,137833,How many onions can be seen?,0
168979,47692,How many tires can you see in this photo?,0
404988,381214,How many sails are on the boat?,0
169913,260443,How many pillows are on the chair?,0
261722,206066,How many people are walking by the pink sign?,0
256768,73460,How many flags are there?,0
435715,390782,How many drawers in the nightstand?,0
290749,477226,How many more toothbrushes could fit in the stand?,0
330957,522579,How many all red bikes are there?,0
290749,477226,How many more toothbrushes could fit in the stand?,0
213094,453538,How many dog pictures are there?,0
259083,111583,How many camera's can you see?,0
334212,490328,Which hand is holding the ramp?,0
372182,239928,What number is the jockey in orange wearing?,0
8906,526874,How many buses are there?,0
239486,399878,How many umbrellas are there?,0
177169,312218,"How many ""do not U turn"" signs are there in this picture?",0
69188,25105,How many blue hard hats are there?,0
167636,571648,How many people have beards?,0
191568,54038,How many zebras are there?,0
362913,368118,How many cows are sitting?,0
298735,86381,How many people are wearing helmets?,0
262666,337422,How many chevron are there?,0
232867,197273,How many people are in the background?,0
288278,139345,How many tracks are in this photo?,0
425330,125503,How many trees are potted across the street?,0
70924,413289,How many people are laying on their board?,0
28788,401477,What number of clouds are in the blue sky?,0
211374,453050,How many humans are in the picture?,0
31209,402097,How many people are in the boat?,0
219417,62216,How many people are on the bikes?,0
204245,57684,How many people are sharing the desert?,0
198154,449152,How many meters are there?,0
270697,77806,How many suitcases are there?,0
295537,407465,How many black and white poles are there?,0
88762,297622,How many shirtless people are there?,0
148420,304125,Which girl has blonde hair?,0
72227,544717,What is the time difference between the clock on the far right and the clock on the far left?,0
244553,462901,How many cars are not parked?,0
315919,342932,How many cars are visible on this street?,0
392239,377342,How many cars are in the background?,0
263680,75558,How many pillows are on the bed?,0
345632,566377,How many people have an exposed midriff?,0
11877,175333,How many people are there?,0
285856,101127,How many windows have curtains?,0
274324,202272,How many zebras are shown?,0
52076,407899,How many of the cat's paws are visible?,0
310150,89754,How many traffic lights are green?,0
366064,238005,How many trees are on top of the mountain?,0
316008,484749,How many birds are seen?,0
302168,517017,What sport is the crowd watching?,0
302287,218807,How many dice are there?,0
337555,321878,How many pieces of ham are on the plate?,0
163118,308208,How many forks are on the table?,0
256991,73511,How many bagels are pictured?,0
312208,221448,What is the speed limit?,0
306580,350852,How many smoke stacks are in the scene?,0
149019,72731,How many baseball gloves are showing?,0
110246,424388,Which foot of the woman in the white dress can be viewed?,0
272798,187833,How many surfboards are there?,0
257603,466924,How many books are on the nightstand?,0
276087,78772,How many other appliances are under the TV?,0
168656,571916,How many buses are shown in the photo?,0
356601,182411,How many giraffes do you see?,0
409382,34563,What number is on the back of the train?,0
242550,331224,How many onions are on this scene?,0
313733,353055,How many tangerines are there?,0
121377,427538,How many thumbs are visible?,0
16798,529095,How many bottles of wine are on the counter?,0
313883,353090,How many people in this photo?,0
371164,501739,How many apples have been cut up?,0
48263,275775,What number is on the umpire's shirt?,0
88723,549347,How many people are looking at the camera?,4
384630,374910,How many people are in the room?,4
313896,353091,How many hooves does the animal have on the ground right now in photo?,4
48331,13650,How many different flowers are in the vase?,4
347273,232351,How many people?,4
321819,486513,How many people are waiting for the bus?,4
298980,348609,How many ski poles are in the picture?,4
12524,527907,How many people are in the photo?,4
172061,182863,How many people are sitting down?,4
79026,415539,How many tracks can be seen?,4
243480,361088,How many people?,4
247258,404972,How many legs do these animals have each?,4
119274,295884,How many people are pictured?,4
343281,99981,How many poles can be seen?,4
419072,209246,How many phones are here?,4
296150,347793,How many train tracks are there?,4
49146,276047,How many tree trunks are there?,4
110384,485800,How many people are in this picture?,4
259586,336511,How many cats are there?,4
206316,451574,How many jet engines are on this plate?,4
280452,144519,How many sheep?,4
100723,572717,How many animals are there?,4
182550,74127,How many people are here?,4
17965,267284,How many rows of bears are visible?,4
279592,80422,How many people are pictured?,4
307208,240689,How many different colors are on the kite?,4
191569,54038,How many legs does the giraffe have?,4
128078,167229,How many kites are on the ground?,4
155890,175142,How many people are sitting?,4
324826,487442,How many different objects are in this image?,4
361477,236632,How many animals are there?,4
396626,509682,What number is here?,4
67251,281207,How many people are on the court?,4
294739,85179,How many of the passengers waiting for the train have at least one bag with them?,4
247321,201628,How many vehicles are in the background?,4
63090,542103,How many people have boards?,4
241172,229896,How many men?,4
207573,189785,How many zebras are shown?,4
23255,530919,How many red traffic lights are visible?,4
205209,276895,How many plates are in this picture?,4
288650,214419,How many birds are there?,4
265274,76042,How  many types of cookies are there?,4
137912,563297,How many red semis in the picture?,4
149805,42339,How many people in the shot?,4
259324,34223,How many men are there?,4
79969,396976,How many red wines glasses are on the table?,4
408677,443360,How many birds are flying?,4
3326,135332,How many chairs are there?,4
319683,539727,How many donuts are brown?,4
196211,448623,How many propellers are on the plane?,4
161130,176612,What number of red flowers are there?,4
401610,511281,How many towels are hanging?,4
312769,221674,How many horns are in this picture?,4
105319,29802,How many people can sit down?,4
349985,495269,How many cake layers are there?,4
265276,76042,How many kinds of donuts are shown?,4
392747,377488,How many people are spectating the snowboarder?,4
152611,436362,How many sailboats are in this scene?,4
15565,528756,How many pieces of fruit do you see?,4
437659,522462,How many cupcakes are there?,4
199013,74901,How many bunches of bananas are in this picture?,4
102726,29014,How many people are in this picture?,4
338636,491739,How many horses are pictured?,4
387611,244804,How many horses are in the photo?,4
128640,167393,How many sockets are shown?,4
104890,422899,How many other vehicles are on the runway?,4
35289,272176,How many pizza slices are remaining?,4
90393,156604,How many pieces is this item divided into?,4
109755,92553,How many people are in the shot?,4
406404,381642,How many veggies are shown?,4
39537,22195,How many cars does the train have?,4
50708,276531,How many people are getting ready to go in the water?,4
207607,446694,How many pieces of bread are there?,4
396051,378455,How many cases are there?,4
6430,263995,How many trees can you see?,4
260719,205769,How many skis are in this picture?,4
203801,319688,How many glasses on the counter?,4
274426,209918,How many slices are left?,4
151718,42876,How many windows does the plane have?,4
40904,11569,How many vehicles can be seen in the photograph?,4
362045,51530,How many fingers are visible on the man's left hand?,4
233346,185819,How many buildings do you see?,4
314531,561323,How many people are here?,4
19393,398770,How many people are in the photo?,4
315076,321048,How many people are going to use the toilet?,4
249636,33992,How many chickens?,4
370783,370562,How many feet is touching the path?,4
83520,419780,How many animals are depicted?,4
279131,236217,How many people are in the foreground?,4
282903,212575,How many appliances are there?,4
160295,45282,How many ceramic items are in this photo?,4
274044,122355,How many rackets are there?,4
392394,508467,How many utensils are in this picture?,4
105624,319695,How many wheels does the vehicle have?,4
52167,276848,How many cars are shown?,4
89906,25388,How many pillows are on the sofa?,4
19990,398938,How many buttons on the coat?,4
150579,137964,How many chains are holding up the bench?,4
89439,549556,How many persons are there?,4
284788,344261,How many giraffe are in this picture?,4
58897,278793,How many animals are there?,4
426610,404990,How many people are in pink?,4
178063,50323,How many brown pillows are in the photo?,4
171282,29909,How many toothbrushes?,4
327686,357272,How many beds are shown in this picture?,4
108853,30775,How many wheels can you see on the bus?,4
175605,573922,How many planes are going right?,4
334458,359339,How many people are in the picture?,4
319964,485931,How many chairs are in the photo?,4
266820,471507,How many sets of traffic lights can be seen?,4
278957,297363,How many plates of food are on this table?,4
162094,182399,How many trees are in the background?,4
311631,133939,How many people are in this photo?,4
274179,79333,How many people are walking?,4
368631,238827,How many players are on the field?,4
137912,563297,How many red semis in the picture?,4
199013,74901,How many bunches of bananas are in this picture?,4
169113,47735,How many men do you see with button down shirts?,4
155950,175156,How many suitcases are on the bottom shelf?,4
204800,57866,How many giraffes?,4
333398,359032,How many images of the man are black and white?,4
228424,327059,How many doors does the red truck have?,4
131899,280599,How many sheep are laying in the field?,4
410458,418652,How many cows are in this picture?,4
272477,209418,How many engines are on the plane?,4
129579,429769,How many tires can you see on the truck?,4
73122,282835,How many wheels of the skateboard are touching the ground?,4
381845,373960,How many people are skiing?,4
68346,150435,How many people can be seen?,4
200762,187784,How many boats do you see?,4
347285,410096,How many animals are in the street?,4
381265,242717,How many zebras are there?,4
151718,42876,How many windows does the plane have?,4
333477,227976,How many knobs do you see on the stove?,4
383661,374563,How many elephants are present in the picture?,4
186292,141414,How many giraffes in the photo?,4
130029,36718,How many giraffes can easily be seen?,4
363873,368421,What number is this player?,4
349335,232936,How many people are there?,4
166172,309087,How many white labels are there?,4
375525,503059,How many poles are on the crest of the hill in the background?,4
306548,350842,How many different kinds of fruit are in the picture?,4
319683,539727,How many donuts are brown?,4
72378,413699,How many forks are on the table?,4
220036,62387,How many stop lights?,4
417555,516319,How many sheep are there?,4
88118,418087,How many players are on the field?,4
351646,42696,How many elephants are there?,4
174017,180197,How many snowboarders have boards?,4
283775,477497,How many compartments are in this tray?,4
176431,446383,How many zebras?,4
355632,148373,How many people are looking at the camera?,4
19511,398808,How many suitcases are there?,4
328797,496509,How many pictures are on the wall?,4
429362,388821,Around how many flowers are in the vase?,4
78737,415447,How many oranges are touching the right side of the picture frame?,4
237029,329613,How many chairs are there?,4
300607,480196,How many people are playing the game?,4
19033,267578,How many train tracks are there?,4
194335,579065,How many towels pictured?,4
363875,368421,What is the number of the player at bat?,4
63856,542338,What number is the train passing?,4
330494,103383,How many candles are on the cake?,4
116474,32967,How many bikes can be seen?,4
436177,128763,How many legs are on the sheep above?,4
344199,100253,How many elephants in the photo?,4
255175,72984,How many police cars are in this picture?,4
181936,51359,How many fingers are visible on the combined two humans?,4
68304,150435,How many people are in this family?,4
286980,213897,How many animals are in this photo?,4
138702,170327,How many of these animals is full grown?,4
199478,187435,About how old does the baby look to be?,4
13927,397181,How many pillows are there?,4
326078,356755,How are the animals kept in this area?,4
296603,516738,How many different animals are in the room?,4
176432,446383,How many animals are in the pic?,4
186267,141414,How many giraffes are in the scene?,4
50339,538557,How many animals are at this location?,4
304603,219204,How many drawers are there?,4
196639,368468,How many trains are on the track?,4
242730,361051,How many horses in the picture?,4
298980,348609,How many ski poles are in the picture?,4
182465,313666,How many vases are there?,4
414086,384146,How many horses are there?,4
341609,361583,How many bikes are in the photo?,4
26438,138641,How many wheels are in the air?,4
65117,411645,How many planes are in the picture?,4
104890,422899,How many other vehicles are on the runway?,4
370663,422603,How many skateboards are there?,4
206529,320582,How many hot dogs are in the row on the right?,4
377946,372748,How many different pictures are in this picture?,4
315232,121068,Approximately how old is the child?,4
416429,384895,How many people can be seen on the bus?,4
207268,58658,How many screws in device?,4
321247,486328,How many boats are sailing?,4
171849,179620,How many rolls of toilet paper are on the stool?,4
230459,458675,How many wheels are in this photo?,4
117210,289514,How many tomatoes on the table?,4
323503,355987,How many tires can be seen in this picture?,4
172952,446807,How many urinals are there?,4
406292,230933,How many animals do you see?,4
167400,571573,How many glasses are on the cake?,4
146391,565755,How many birds are depicted?,4
426944,519186,How many rails are there?,4
400265,379754,How many stickers are on the sign?,4
25660,138435,How many tables can be seen?,4
322876,355789,What number is on the train?,4
259579,74364,How many people are in the water?,4
9207,393661,How many giraffes are there?,4
224188,325856,How many zebras are depicted?,4
303057,349827,How many children are in the scene?,4
385216,84363,How many whiteboards are in the picture?,4
293173,346876,How many different vegetables are on the plate?,4
327326,540122,How many boxes are on the floor?,4
386967,565053,How many clocks are on the building?,4
98332,92009,How many types of animals are there?,4
414590,253236,How many slices was this pizza cut into?,4
15530,397675,How many zebra is there?,4
131031,37032,What number can be seen on the red shirt?,4
405817,512533,How many people are sitting on the elephant?,4
155817,356866,How many people are in this photo?,4
122186,296703,How many feet does the right zebra have on the ground?,4
315076,321048,How many people are going to use the toilet?,4
279613,211501,How many legs are visible?,4
98232,4624,How many sheepskin are grazing?,4
347312,494504,How many pictures on the walls?,4
107376,114286,How many children can be seen?,4
172521,441943,How many signs are there?,4
346749,232181,How many stop signs?,4
58842,409834,How many people are here?,4
252094,334220,How many women are in this picture?,4
339440,212786,How many full steps can you see?,4
21403,525303,How many people?,4
98799,552204,How many items of clothes is this man wearing?,4
312423,320911,How many people are walking toward the plane?,4
84731,69526,How many legs are in the picture?,4
316372,353803,How many pieces of bread are on the table?,4
1571,139105,How many of the cattle have horns?,4
124396,297359,How many wheels can be seen in this photo?,4
224529,194879,How many different centuries are represented on the wall?,4
255985,335376,How many slices of pizza are on the pan?,4
109112,564050,How many different vegetables are there?,4
347273,232351,How many people?,4
260380,74577,How many children are there?,4
108862,292920,How many people are in the photo?,4
237029,329613,How many chairs are there?,4
345821,362936,How many vehicles are on the road?,4
30894,270938,How many legs are on one of the zebras?,4
435397,521752,How many people are sitting on the bench?,4
63578,17985,How many boxes that are of the same color?,4
321247,486328,How many boats are sailing?,4
72411,151570,How many bikes?,4
115462,294849,How many windows are open on the bus?,4
18155,532644,How many heads are visible here?,4
234846,197850,How many animals are there?,4
101114,113985,How many lamps are in this room?,4
304585,36533,How many engines are on this vehicle?,4
119274,295884,How many people are pictured?,4
336293,228817,How many towels can you see?,4
344186,100253,How many people are riding the elephants?,4
12311,134622,What number is the umpire wearing?,4
208241,271964,How many legs does the giraffe have?,4
183326,313926,How many baby sheep are in the picture?,4
60096,410190,How many people are here?,4
191016,447109,How many trees are there?,4
279455,80386,How many donuts are in the glaze curtain?,4
394055,508990,How many places are there to sit?,4
408677,443360,How many birds are flying?,4
295805,36101,How many people are sitting?,4
172065,48604,How many people are wearing pants on the field?,4
307323,220006,How many  cows are pictured?,4
14814,4259,How many people are cutting the cake?,4
256758,204529,How many bottles are there?,4
142496,171422,How many vehicles are here?,4
413361,107672,How many light switches are there?,4
81500,23004,Which horse is winning?,4
322277,355603,How many legs does the animal have?,4
442124,157105,How many chandeliers are there?,4
286334,82611,How many engines does the plane have?,4
55446,408846,How many horses are seen?,4
185894,52440,How many sets of suitcases are there?,4
249831,464585,How many forks are on the table?,4
54356,461306,How many animals can be seen?,4
302067,480644,How many bases are in the foreground?,4
420364,123921,How many glasses are there?,4
419017,516740,How many cars does the train have?,4
241585,68789,How many parking meters are they?,4
392979,246496,How many slices of tomato are there?,4
274987,574384,How many giraffes are there?,4
100263,552585,How many toothbrush(es) are there?,4
117795,164388,How many train tracks do you see?,4
282967,559720,How many umbrellas are in the picture?,4
199098,580510,How many giraffes?,4
88078,155937,How many chairs are at the table?,4
421777,255399,How many people are shown?,4
380499,75811,How many cabinets do you see?,4
384436,374846,How many laptops are there?,4
60195,410216,How many sides does the sign have?,4
329225,488801,How many teeth does the child have?,4
116581,136570,How many fingers are visible in this picture?,4
174606,180386,How many chairs can be seen?,4
393297,508741,How many candles are lit?,4
253035,465554,How many engines does the plane have?,4
270616,208850,How many eyes are showing?,4
316876,91796,How many legs of the elephant are shown?,4
311137,483272,How many have white faces?,4
621,524471,How many knobs are there?,4
90262,26094,What route is this?,4
102042,290962,How many sugar packets are on the plate?,4
421485,413922,How many engines does the plane have?,4
443483,393127,How many legs does the animal have?,4
66293,280942,How many people are in the water?,4
172521,441943,How many signs are there?,4
171849,179620,How many rolls of toilet paper are on the stool?,4
11345,3293,How many shoes are visible?,4
86108,286482,How many suitcases are there?,4
372762,371166,How many people?,4
138702,170327,How many of these animals is full grown?,4
76507,416869,How many propellers does the plane have?,4
10906,134242,How many elephants are near the water?,4
290313,477079,How many people total are probably playing this game?,4
116768,295185,How many wheels are visible?,4
194367,316937,How many bears?,4
104530,553865,How many people are gathered around the table?,4
169130,309881,How many cows are in the picture?,4
110379,485800,How many people are in the image?,4
53213,539283,How many birds are in the trees?,4
290702,83996,How many people are in the scene?,4
58682,16578,How many cars are visible?,4
372663,240074,How many vases are visible?,4
338654,491739,How many horses are there?,4
414749,253281,How many boats do you clearly see?,4
148979,325647,How many pillows are on the bed?,4
61172,279421,How many train cars are seen in this picture?,4
234413,530293,How many people are pictured?,4
318978,485649,How many vehicles are parked in front of this building?,4
432806,520978,Who many are female?,4
171372,48428,How many different foods are on the plate?,4
355293,365831,How many wooden slats are there on the bench?,4
279988,342693,How many sheep are there?,4
339883,387857,How many chairs?,4
412063,514541,How many people can sit here?,4
124396,297359,How many wheels can be seen in this photo?,4
315639,342921,What number of horses are on the road?,4
217832,61758,How many people in the boats?,4
311627,90196,How many people are in the photo?,4
302583,349698,How many people are there in the picture?,4
231597,196899,How many workers are here?,4
251811,427060,How many flags are there?,4
165991,46883,How many sides have lights?,4
178063,50323,How many brown pillows are in the photo?,4
209270,452439,How many windows are there in this picture?,4
290702,83996,How many people are in the scene?,4
328505,15895,How many sign do you see?,4
379610,111152,How many knobs are on this stove?,4
252524,491229,How many vehicle tail lights are visible?,4
165310,269921,How many building corners are visible?,4
287350,476160,How many white wide stripes is there?,4
104699,538167,How many bolts are on the sign?,4
135196,562523,How many eyes are shown?,4
313749,353055,How many apples are there?,4
290341,83872,How many wheels are in this image?,4
35226,272162,How many animals?,4
91843,4319,How many giraffes are pictured?,4
360147,236222,How many are playing the game?,4
87990,24842,How many different foods are on the plate?,4
172174,48632,How many people do you see on the field?,4
194367,316937,How many bears?,4
381651,242821,How many hoses are there?,4
246315,463474,How many people?,4
159890,176222,How many planes are on the ground?,4
407532,513052,How many strings is attached to the handle?,4
279939,211613,How many giraffes are in the picture?,4
354129,365469,How many sheep are there?,4
399061,580385,How many headlights are on?,4
108880,292920,How many people are shown?,4
248691,168215,How many people are seated?,4
418346,239007,How many round patterns in this photo?,4
341923,492736,How many fingers do you see?,4
404326,118918,How many cabinets are in this room?,4
258153,73903,How many people are playing?,4
77858,234083,How many plant type food is there?,4
211660,322051,How many people are wearing hats?,4
282967,559720,How many umbrellas are in the picture?,4
295235,478577,How many benches are visible?,4
425762,387764,How many tracks are visible?,4
79969,396976,How many red wines glasses are on the table?,4
164951,570852,How many blades are on the propeller?,4
312459,451985,How many sailboats are there?,4
43699,45750,How many wheels are in the air?,4
10752,265277,How many bright lights are there?,4
64577,18276,How many sandwiches are there?,4
404831,250106,How many boats can you see clearly?,4
329944,489028,How many spoons do you see?,4
85284,286254,How many sinks are there?,4
154849,174842,How many rocks in the shot?,4
318859,223459,How many planes do you see?,4
43338,143331,How many pictures are on the wall?,4
75242,152354,How many wheel does the Great Britain have?,4
339073,491888,How many jellies are there on the table?,4
286416,7116,How many boats are there?,4
68519,150435,How many people can you see in the photo?,4
350615,364385,How many folded towels do count?,4
254051,465856,How many yellow lights?,4
304355,481257,How many cars are visible?,4
284451,475232,How many buses are visible?,4
114334,425582,How many different types of veggie are in this image?,4
415672,253556,How many tires do you see?,4
160384,569596,How many turbine engines are visible in this picture?,4
218222,192920,How many place settings are visible?,4
172174,48632,How many people do you see on the field?,4
420375,123921,How many coffee cups are in the picture?,4
393064,508663,How many framed pictures are on the wall?,4
347096,134306,How many legs does each animal have?,4
384231,112622,How many pillows are their on the bed?,4
236959,329592,How many white lines are there?,4
296717,385672,How many people are in the picture?,4
402745,380528,How many lights are on the front of the train?,4
62442,541893,How many meat on the plate?,4
75242,152354,How many wheel does the Great Britain have?,4
138208,193340,What number is on the car?,4
72378,413699,How many forks are on the table?,4
41028,142674,How many benches are pictured?,4
424591,387421,How many monitors are on the desk?,4
443326,262013,How many animals are in the field?,4
253932,465825,How many computer screens are there?,4
183616,313984,How many items are in this photo?,4
74270,20971,How many people in the photo?,4
284061,212941,How many automobiles are in the picture?,4
363542,237247,How many wheels are on the skateboard?,4
13904,266108,How many motorcycles are in the picture?,4
318315,92206,How many people are in the picture?,4
300941,451420,How many of these ducklings are resting?,4
369547,108000,How many slices of pizza are on the plate?,4
326258,356810,How many planes in the sky?,4
117851,5554,How many flags are in the background?,4
265377,338214,How many people are playing games?,4
108866,292920,How many trees in the shot?,4
219462,512816,How many people are there?,4
305189,350425,How many giraffes are there?,4
332286,478118,How many toppings are on this hot dog?,4
117512,164302,How many pillows are there?,4
75680,152479,How many are wearing ties?,4
441165,296760,How many animals are there?,4
98140,420938,How many donuts are in this picture?,4
257212,335722,How many people are in the room?,4
336062,490887,How many wheels can you see?,4
333367,227959,How many people can stay here?,4
157738,44540,How many people would fit on this bench?,4
120380,296201,How many people are holding a kite in this scene?,4
305986,481725,How many lamps in the picture?,4
273243,325590,How many motorcycles are there?,4
122026,44389,How many smoke stacks are there?,4
157569,44491,How many tires do you see?,4
327346,488232,How many drawers are next to the fridge?,4
242765,200241,How many kittens do you see?,4
377473,372603,How many people are walking on the sidewalk?,4
140105,301783,How many towels and washcloths can be seen on the shelf?,4
186777,576973,How many are men?,4
138208,193340,What number is on the car?,4
51868,276796,What number does the hour hand point to?,4
171375,48428,How many pears are on the plate?,4
53210,539283,How many birds are on the tree limbs?,4
439167,129656,How many tracks are there?,4
133154,574251,What number of black pieces of luggage are here?,4
117273,33167,How many burners are there in the stove?,4
184314,147743,How many dishes are white?,4
318684,233841,How many people are wearing shorts?,4
352711,365030,How many windows have air conditioners?,4
182893,95989,How many sheep are shown?,4
299336,86584,How many slices of pizza?,4
225915,326350,How many players are shown?,4
425815,256707,How many different colors of flowers are featured?,4
73788,414067,How many animals are there?,4
365491,237850,How many members of the blue team are shown?,4
420706,517198,How many skateboards have 4 wheels on the ground?,4
357079,192137,How many airplanes are visible?,4
434642,152458,How many swans are in this photo?,4
124396,297359,How many wheels can be seen in this photo?,4
376697,503460,How many different modes of transportation are there?,4
110379,485800,How many people are in the image?,4
46778,537501,How many cars are in the picture?,4
91819,419125,How many toes does the bird have?,4
139871,39553,How many zebras are there?,4
196636,368468,How many trains?,4
312694,90573,How many boys are there?,4
200475,318780,How many scooters are there in this picture?,4
436303,390952,How many animals are there?,4
52530,14795,How many players are on the field?,4
121828,34437,How many people are looking at the camera?,4
156268,116588,How many chairs can you count?,4
347096,134306,How many legs does each animal have?,4
85217,155162,How many lights are in the light bar?,4
95301,551194,How many horses are there?,4
12885,66156,How many motorcycles are on the truck?,4
213718,453711,How many chairs are there at the table?,4
368631,238827,How many players are on the field?,4
186289,141414,How many giraffes are standing up?,4
425118,518649,How many signs are there?,4
300663,86989,How many people are wearing black?,4
331636,489573,How many bottles are on the table?,4
437960,260400,How many zebras can you see?,4
286980,213897,How many animals are in this photo?,4
125519,297665,How many tines does the fork have?,4
356259,366116,How many chairs are at the table?,4
126495,297911,How many box cars are in the picture?,4
342706,300620,How many laptops is on the table?,4
352711,365030,How many windows have air conditioners?,4
363966,499523,What are the numbers on these men's shirts?,4
141195,564271,How many windows are there?,4
369827,108101,How many people are holding something?,4
337284,229131,How many bears?,4
275185,79106,How many signs are there?,4
48850,407038,How many legs does the animal have?,4
136237,169612,How many pictures hang on the wall?,4
284188,344051,How many burners does the stove have?,4
289778,214766,How many dials on oven?,4
37523,141710,How many kids in the picture?,4
308125,89158,How many people are there?,4
68430,150435,How many people are in the image?,4
116341,295082,How many cameramen are there?,4
425762,387764,How many tracks are visible?,4
377473,372603,How many people are walking on the sidewalk?,4
280090,342707,How many lamps are in the picture?,4
55794,146801,How many clouds can be seen?,4
283858,475019,How many buildings?,4
420736,444945,How many people are sitting on the bench?,4
385039,564951,How many strawberries are there?,4
254708,72821,How many pieces of bananas do you count?,4
283858,475019,How many buildings?,4
94746,157809,How many signs are on the fence?,4
302509,167505,How many cars are there in the photo?,4
161103,176612,How many carnations are in the vase?,4
336062,490887,How many wheels can you see?,4
25756,138456,How many bears do you see?,4
185758,314540,How many wheels does the skateboard have?,4
195585,448401,How many entrances to the train are visible?,4
957,131366,How many people don't have a skateboard?,4
293251,351367,What number is the skier?,4
82684,156812,How many tires are in the picture?,4
104699,538167,How many bolts are on the sign?,4
183846,182960,How many people are in the photo?,4
317962,92092,How many ring shapes are visible?,4
223422,325620,How many animals are here?,4
21172,241305,How many people are wearing baseball caps?,4
422902,386854,How many chairs are at the table?,4
400456,379820,How many people are at the table?,4
407532,513052,How many strings is attached to the handle?,4
165328,570956,How many tires does the vehicle have?,4
219096,2068,How many kinds of food are on the dish?,4
53210,539283,How many birds are on the tree limbs?,4
40103,122584,How many green vegetables are there?,4
42129,536199,How many windows are there?,4
200986,96845,How many propellers does this plane have?,4
281368,80960,How many giraffes are there?,4
170199,179122,How many kites are in the air?,4
147940,41840,How many utensils are shown?,4
369547,108000,How many slices of pizza are on the plate?,4
